Price,Area,Location,No. of Bedrooms,Location_Encoded
2350000,430,Badlapur East,1,4463040.77249398
2005000,595,mumbai,1,14292158.655857075
3400000,650,Ulwe,1,7761683.373041518
7998999,690,Kurla West,1,13386991.45957974
5400000,675,Mira Road East,1,8224102.533333333
19500000,1200,Malad East,2,20889612.17056266
14000000,811,Thane West,2,12008191.358851675
4500000,561,Thane West,1,12008191.358851675
13200000,1370,Kharghar,3,10456264.530956848
31000000,1200,Goregaon East,1,28813531.79700447
12000000,1560,Kalyan West,3,5402967.523396111
5499000,650,Mira Road East,1,8224102.533333333
13500000,1538,Ulwe,3,7761683.373041518
40000000,1100,Ville Parle East,3,32285017.2842167
13799999,870,Charkop,2,15330758.101642765
9500000,1200,Panvel,2,7890890.089134022
4500000,890,Kalyan West,2,5402967.523396111
2190000,655,Badlapur East,1,4463040.77249398
31000000,1550,Chembur,3,17425073.26802795
2900000,590,Nala Sopara,1,2914107.71666728
5900000,350,Kandivali West,1,14320931.905521896
37000000,1650,Andheri West,3,41255880.9696951
11500000,1065,vasant vihar thane west,2,14452016.219521489
6952000,802,Bhiwandi,2,9029297.909994189
10500000,1098,Kharghar,2,10456264.530956848
3488000,660,Virar West,1,10804689.676448384
4150000,950,Vasai,2,6563217.704137598
6300000,964,Kalyan West,2,5402967.523396111
2400000,930,Boisar,2,3162324.503508562
4200000,650,Kharghar,1,10456264.530956848
9199000,600,Sanpada,1,17156274.40966931
14000000,750,Borivali West,2,15910647.594565125
17900000,1300,Goregaon East,2,28813531.79700447
10500000,911,Kharghar,2,10456264.530956848
27000000,853,Ville Parle East,2,32285017.2842167
6400000,674,Mira Road East,1,8224102.533333333
11900000,1585,Sector 6,3,14730638.930848911
15500000,1645,Kharghar,3,10456264.530956848
105000000,2800,Juhu,4,58276960.52177489
25000000,2394,Thane West,4,12008191.358851675
22500000,1654,Mulund West,3,20572069.98986891
9500000,1150,Kharghar,2,10456264.530956848
4700000,670,Vasai,2,6563217.704137598
3700000,620,Ulwe,1,7761683.373041518
2425000,690,Badlapur West,1,12223273.868472777
17900000,1100,Andheri East,2,17894966.774751816
16500000,1249,Thane West,3,12008191.358851675
28000000,1850,Dahisar,3,16854206.714503538
9500000,709,Malad West,1,14215638.559645081
2600000,505,Vasai east,1,10870583.10784262
15000000,1735,Sector9 Kamothe,3,14356154.282749137
10600000,1160,Thane West,2,12008191.358851675
2099000,387,Palghar,1,11627672.468647854
6200000,730,Mira Road East,1,8224102.533333333
3001000,675,Dronagiri,1,7490090.895510435
23700000,1450,Malad West,3,14215638.559645081
2451000,570,Nala Sopara,1,2914107.71666728
8009999,965,Mira Road East,2,8224102.533333333
16000000,1650,Sector-50 Seawoods,3,15264083.675737202
7700000,1080,Sector9 Kamothe,2,14356154.282749137
9377000,952,Thane West,2,12008191.358851675
13500000,850,Borivali West,2,15910647.594565125
12800000,1100,Sainath Nagar,2,15736777.24400091
3645000,810,Virar,1,3947315.4002871136
42500000,1777,Goregaon East,3,28813531.79700447
11000000,1100,Sector 20 Kharghar,2,11436563.516570637
12800000,750,Pokhran Road No 2,2,14847736.55777561
7500000,750,Panvel,2,7890890.089134022
12700000,1190,Thane West,2,12008191.358851675
4800000,800,Kalyan West,2,5402967.523396111
2435000,590,Titwala,1,7697674.950367176
20500000,1155,Borivali,3,15155968.13307292
15300000,950,Borivali East,2,17360205.10204722
2400000,480,Badlapur,1,12395259.387486804
4052000,798,Badlapur East,2,4463040.77249398
11500000,650,Mulund East,1,14043873.30540845
8000000,879,Ulwe,2,7761683.373041518
7500000,1000,Kharghar,2,10456264.530956848
11500000,760,Malad East,1,20889612.17056266
8500000,506,Sanpada,1,17156274.40966931
2350000,685,Shirgaon,1,12821883.294008913
16200000,1675,Kharghar,3,10456264.530956848
8900000,1100,Ulwe,2,7761683.373041518
19300000,1600,Malad West,3,14215638.559645081
12500000,1100,Kharghar,2,10456264.530956848
3000000,545,Nalasopara West,1,7007684.735536651
3600000,530,Sector 20 Kharghar,1,11436563.516570637
7500000,1155,Ulwe,2,7761683.373041518
10000000,750,Jogeshwari West,1,15311736.683889914
25000000,1350,Malad West,2,14215638.559645081
10500000,420,Andheri West,1,41255880.9696951
9500000,1200,Kharghar,2,10456264.530956848
9000000,535,Kandivali East,1,19942455.57008331
17500000,1335,Belapur,2,19393086.759014092
18500000,1038,Jogeshwari East,2,16168675.75398134
29400000,1984,Dahisar,4,16854206.714503538
20000000,1120,Powai,2,23041090.88927851
16900000,888,Kandivali West,2,14320931.905521896
4489000,454,Virar,2,3947315.4002871136
12000000,1530,Kharghar,3,10456264.530956848
2750000,385,Ulwe,1,7761683.373041518
13700000,1056,Kandivali West,2,14320931.905521896
5000000,685,Dahisar,1,16854206.714503538
22000000,1590,Kharghar,3,10456264.530956848
3800000,685,Karanjade,1,7574875.71021936
4000000,665,Kalyan West,1,5402967.523396111
17000000,1250,Sanpada,2,17156274.40966931
18000000,1350,Goregaon West,3,23283708.065473303
5300000,600,Thane,2,10112006.843626909
18000000,850,Wadala,2,25458196.886413716
8400000,1002,Thane West,2,12008191.358851675
4700000,1017,Bhiwandi,2,9029297.909994189
3200000,600,Kalyan West,1,5402967.523396111
3999000,688,Kalyan West,1,5402967.523396111
22000000,1250,Andheri West,2,41255880.9696951
4700000,695,Kalyan West,1,5402967.523396111
8200000,1000,sec 50 new,2,14249237.575705819
10000000,475,Andheri East,1,17894966.774751816
120000000,3000,Shastri Nagar,4,23572305.043286636
21500000,1345,Hiranandani Meadows,3,16074530.383476246
16500000,1660,Kharghar,3,10456264.530956848
31000000,667,Matunga,2,20250281.520055935
8500000,580,Dahisar East,1,12694499.424861714
9500000,640,Malad West,1,14215638.559645081
8500000,611,Hiranandani Estates,2,15183535.074294586
52500000,2703,Nerul,4,22342871.502995614
3200000,680,Taloja,1,4112323.635028059
4100000,910,Virar,2,3947315.4002871136
52500000,1450,Khar West,3,33601242.7762022
3900000,350,Kandivali West,1,14320931.905521896
14800000,669,Malad West,2,14215638.559645081
16800000,1665,Sector 17 Ulwe,3,10512629.969050447
5200000,340,Kandivali West,1,14320931.905521896
3400000,600,Dronagiri,1,7490090.895510435
23900000,1042,Wadala East,2,16180337.187283933
7800000,960,Mira Road East,2,8224102.533333333
13500000,910,Sanpada,2,17156274.40966931
22000000,550,Bandra West,1,46617421.30704468
8600000,1150,Kamothe,2,8238430.088778924
2130000,560,Nala Sopara,1,2914107.71666728
2800000,840,Nala Sopara,2,2914107.71666728
22000000,1125,Seawoods,1,21395177.98511841
2750000,700,Badlapur East,1,4463040.77249398
7000000,750,Kharghar,2,10456264.530956848
2800000,650,Virar,1,3947315.4002871136
2500000,580,Nala Sopara,1,2914107.71666728
12900000,766,Thane West,2,12008191.358851675
8200000,1015,Mira Road East,2,8224102.533333333
120000000,2570,Juhu,3,58276960.52177489
8844000,1051,Panvel,2,7890890.089134022
17600000,1100,Chembur,2,17425073.26802795
5600000,645,Mira Road East,1,8224102.533333333
9900000,1495,Kalyan West,3,5402967.523396111
8500000,700,Malad West,1,14215638.559645081
107600000,2604,Parel,4,39967083.21797723
8020000,900,Dombivali East,3,8009889.367747745
2600000,590,Nala Sopara,1,2914107.71666728
3100000,920,Badlapur East,2,4463040.77249398
7700000,1125,Kamothe,2,8238430.088778924
14500000,1360,Kharghar,2,10456264.530956848
7200000,699,Bhayandarpada,2,14119129.101342821
24500000,906,Wadala,2,25458196.886413716
7898999,680,Kurla,1,12673381.718626909
13000000,816,Borivali West,2,15910647.594565125
5700000,540,Mira Road East,1,8224102.533333333
4099000,650,Ulwe,1,7761683.373041518
6350000,655,Mira Road East,1,8224102.533333333
18500000,1350,Malad East,2,20889612.17056266
2550000,355,Nalasopara West,1,7007684.735536651
18500000,1202,Goregaon,2,21271125.200406432
10800000,1200,Mira Road East,2,8224102.533333333
9500000,650,Borivali West,1,15910647.594565125
17800000,1716,Kharghar,3,10456264.530956848
45199999,2800,Borivali East,4,17360205.10204722
12400000,1565,Kamothe,3,8238430.088778924
16600000,1275,Panvel,3,7890890.089134022
4800000,350,Malad West,1,14215638.559645081
4000000,350,Kandivali West,1,14320931.905521896
4200000,690,Dronagiri,1,7490090.895510435
20500000,1040,Ghatkopar West,2,19041613.901327305
2350000,610,Nala Sopara,1,2914107.71666728
21400000,678,Andheri East,2,17894966.774751816
21600000,1202,Kandivali East,3,19942455.57008331
31200000,1470,Andheri West,3,41255880.9696951
8500000,920,Ulwe,2,7761683.373041518
5600000,670,Ulwe,1,7761683.373041518
7000000,350,Santacruz East,1,16193992.17499847
16800000,764,Kandivali East,2,19942455.57008331
33500000,912,Andheri West,2,41255880.9696951
12000000,700,Goregaon West,1,23283708.065473303
9000000,520,Kandivali West,1,14320931.905521896
8600000,1026,Mira Road East,2,8224102.533333333
4150000,650,Ulwe,1,7761683.373041518
8000000,2000,Vitthalwadi,3,14223215.88083322
24100000,2090,Thane West,3,12008191.358851675
6800000,925,Ulwe,2,7761683.373041518
7500000,1200,Vasai West,3,10555486.780597325
36800000,825,Parel,2,39967083.21797723
112500000,1340,Napeansea Road,3,28524676.004926965
10200000,864,Kandivali West,2,14320931.905521896
18900000,1225,Thakur complex,2,14750183.585908774
10800000,1026,Dahisar East,2,12694499.424861714
6186000,401,Mira Road East,1,8224102.533333333
9600000,900,Jankalyan Nagar,1,14677150.871119557
15000000,1016,Chembur,2,17425073.26802795
8000000,1020,Mira Road East,2,8224102.533333333
26000000,900,Santacruz West,2,26037399.14498072
20299999,991,Thane West,3,12008191.358851675
28500000,1289,Goregaon West,3,23283708.065473303
6498999,730,kavesar,1,13906813.333438905
15000000,1050,Dattapada,2,16948435.806464788
17500000,1020,Chembur,2,17425073.26802795
3150000,585,Kalyan West,1,5402967.523396111
5800000,1060,taloja panchanand,2,12849906.213942999
7600000,950,Dombivali East,3,8009889.367747745
28800000,907,Ville Parle East,2,32285017.2842167
16700000,1150,Borivali West,2,15910647.594565125
26500000,1740,Bhandup West,3,20727537.005374394
5200000,688,Ulwe,1,7761683.373041518
5700000,657,Kalwa,1,9694745.254119571
5350000,850,Vasai east,2,10870583.10784262
11800000,1150,Kharghar,2,10456264.530956848
15000000,815,Ghatkopar,2,18338281.548194148
28000000,1091,Thane West,3,12008191.358851675
11000000,686,Malad East,1,20889612.17056266
22500000,980,Borivali West,2,15910647.594565125
9800000,720,Kandivali West,1,14320931.905521896
18000000,980,Mulund East,2,14043873.30540845
2500000,550,Nala Sopara,1,2914107.71666728
5900000,424,Mira Road East,1,8224102.533333333
19900000,800,Kandivali West,2,14320931.905521896
10000000,800,Andheri West,2,41255880.9696951
9700000,1100,Mira Road East,2,8224102.533333333
13500000,1385,Ulwe,3,7761683.373041518
4000000,680,Karanjade,1,7574875.71021936
47500000,1650,Prabhadevi,3,22317242.539898776
12100000,676,Thane West,2,12008191.358851675
11500000,789,Mira Road East,3,8224102.533333333
8800000,1100,Thane West,2,12008191.358851675
15000000,600,Borivali West,2,15910647.594565125
11299999,744,Kandivali East,1,19942455.57008331
3829999,627,Virar,2,3947315.4002871136
11000000,1650,Ulwe,3,7761683.373041518
10500000,1120,Kharghar,2,10456264.530956848
7500000,600,Majiwada,1,13399059.655176558
4371000,510,Virar,2,3947315.4002871136
15500000,840,Powai,2,23041090.88927851
6000000,761,Thane West,2,12008191.358851675
25000000,2500,Sea Face,7,16435059.945004184
19000000,1503,Mumbai Highway,3,14852279.373973658
2970000,660,Virar,1,3947315.4002871136
2150000,415,Nala Sopara,1,2914107.71666728
5400000,547,Ghodbunder Road,1,13884933.847489426
5800000,1021,Bhiwandi,2,9029297.909994189
24800000,958,Wadala East Wadala,2,18400613.126867454
2331000,740,Boisar,2,3162324.503508562
10100000,548,Malad West,1,14215638.559645081
5099000,384,Mira Road East,1,8224102.533333333
2250000,610,Badlapur East,1,4463040.77249398
45000000,2905,Ulwe,4,7761683.373041518
10500000,1187,Sector-18 Ulwe,2,13298362.023514869
16000000,2200,Kharghar,4,10456264.530956848
70000000,1824,Bandra West,3,46617421.30704468
5500000,649,Kharghar,1,10456264.530956848
21500000,1264,Bhandup West,3,20727537.005374394
2164000,571,Badlapur,1,12395259.387486804
25800000,1420,Malad West,3,14215638.559645081
12400000,1335,Virar,4,3947315.4002871136
2700000,570,Panvel,1,7890890.089134022
23500000,1850,Belapur,3,19393086.759014092
9200000,558,Mulund East,1,14043873.30540845
4200000,600,Vasai West,2,10555486.780597325
8200000,1130,Ulwe,2,7761683.373041518
10700000,660,Mulund West,1,20572069.98986891
3120000,530,Dombivali East,1,8009889.367747745
22200000,810,Andheri West,2,41255880.9696951
3200000,615,Naigaon East,1,3259898.431572335
2800000,200,Malad West,1,14215638.559645081
6500000,670,Ghansoli,1,14206666.95268249
5500000,676,Kharghar,1,10456264.530956848
3400000,670,Nalasopara East,1,10614438.251645748
4500000,650,Ulwe,1,7761683.373041518
12800000,1000,Thane West,2,12008191.358851675
2350000,820,Boisar,2,3162324.503508562
2250000,415,Virar East,1,10973302.695062157
18000000,1050,Dattapada,2,16948435.806464788
19500000,1200,Dattapada,3,16948435.806464788
4300000,560,Thane West,1,12008191.358851675
12500000,1240,Kharghar,2,10456264.530956848
5500000,1080,Bhiwandi,2,9029297.909994189
5000000,600,Sector 22 Kamothe,1,13330014.554796988
6500000,645,Ghansoli,1,14206666.95268249
7500000,600,Airoli,1,10976898.734651402
10900000,876,Thane West,2,12008191.358851675
4500000,650,Mira Road East,1,8224102.533333333
7000000,1000,Sector 17 Ulwe,2,10512629.969050447
13799999,1050,Malad West,2,14215638.559645081
7300000,735,Thane West,1,12008191.358851675
24500000,1350,Kandivali East,3,19942455.57008331
14300000,686,Ghatkopar West,2,19041613.901327305
6200000,650,Kharghar,1,10456264.530956848
35000000,1080,Juhu,2,58276960.52177489
7500000,580,Borivali West,1,15910647.594565125
13700000,1380,Kharghar,2,10456264.530956848
5900000,576,kolshet,1,13994879.412083784
6600000,750,Bhayandar East,2,11477190.28508956
8500000,550,Thane West,1,12008191.358851675
3600000,450,Dombivali,1,6386152.42815131
13500000,750,Chembur,1,17425073.26802795
19000000,752,Kanjurmarg,2,16686437.492056556
23000000,1850,Belapur,3,19393086.759014092
65000000,1600,Santacruz West,4,26037399.14498072
11200000,1060,Thane West,2,12008191.358851675
4850000,300,Borivali West,1,15910647.594565125
14500000,800,Powai,2,23041090.88927851
47500000,1509,vile parle west,3,20444559.76482497
18900000,600,Ville Parle East,1,32285017.2842167
8000000,1250,Ulwe,2,7761683.373041518
13000000,500,Borivali West,2,15910647.594565125
31000000,1600,Andheri West,3,41255880.9696951
13000000,1630,Kharghar,3,10456264.530956848
46500000,1413,Worli South Mumbai,2,46091161.596239075
4850000,900,Ambernath East,2,10711814.646754662
4700000,675,Ulwe,1,7761683.373041518
8298999,700,Kurla,1,12673381.718626909
16500000,1100,Ghansoli,2,14206666.95268249
5000000,702,Mumbai Agra National Highway,1,14422911.357205177
2400000,594,Nala Sopara,1,2914107.71666728
5000000,950,Kalyan West,2,5402967.523396111
11000000,1150,Ulwe,2,7761683.373041518
7800000,1010,Mira Road East,2,8224102.533333333
9500000,665,Kandivali West,1,14320931.905521896
6900000,446,Borivali West,1,15910647.594565125
9100000,600,Mulund West,1,20572069.98986891
2150000,465,Boisar,1,3162324.503508562
25800000,1400,Goregaon West,2,23283708.065473303
3325000,665,Dombivali,1,6386152.42815131
9400000,1800,Kamothe,3,8238430.088778924
7100000,700,Thane West,1,12008191.358851675
22500000,1835,Thane West,3,12008191.358851675
3700000,607,Kalyan West,1,5402967.523396111
5700000,516,Thane,1,10112006.843626909
35000000,1700,Powai,3,23041090.88927851
3100000,832,Palghar,2,11627672.468647854
15900000,826,Sion,2,23067880.271417797
32500000,775,Khar West,2,33601242.7762022
10000000,750,Malad West,1,14215638.559645081
7800000,1050,Ulwe,2,7761683.373041518
5330000,715,Mira Road East,1,8224102.533333333
3467000,530,Dombivali East,1,8009889.367747745
7700000,999,Kalyan West,2,5402967.523396111
2600000,930,Boisar,2,3162324.503508562
22000000,1800,Belapur,3,19393086.759014092
13000000,1200,Kharghar,3,10456264.530956848
26400000,837,Ville Parle East,2,32285017.2842167
32500000,980,Dadar West,2,19506739.76625915
14800000,915,Andheri East,2,17894966.774751816
9800000,1225,Kamothe,2,8238430.088778924
6100000,550,Malad West,1,14215638.559645081
15000000,1400,Mumbai Agra National Highway,3,14422911.357205177
11100000,1205,Seawoods,2,21395177.98511841
24000000,1350,Powai,3,23041090.88927851
23500000,1100,Samata nagar,3,16365946.042893942
5000000,650,Sector 22 Kamothe,1,13330014.554796988
12000000,1000,kolshet,2,13994879.412083784
5990000,902,Thane West,2,12008191.358851675
21000000,2250,Kharghar,4,10456264.530956848
7200000,1300,Panvel,2,7890890.089134022
9500000,780,Airoli,1,10976898.734651402
13000000,2010,Panvel,3,7890890.089134022
14500000,850,Dahisar,2,16854206.714503538
39000000,940,Ville Parle West,3,20998329.30867207
18500000,1150,Andheri East,2,17894966.774751816
6000000,690,Ulwe,1,7761683.373041518
23500000,1500,Malad West,3,14215638.559645081
4000000,650,Ulwe,1,7761683.373041518
5500000,558,Thane West,1,12008191.358851675
5100000,383,Ramdev Park,1,13845901.305180527
6500000,929,Dombivali,2,6386152.42815131
14500000,649,Chembur,2,17425073.26802795
6000000,935,Vasai West,2,10555486.780597325
27500000,1270,Chembur,3,17425073.26802795
40000000,950,Juhu,3,58276960.52177489
20700000,905,Goregaon West,2,23283708.065473303
19200000,1231,Seawoods,1,21395177.98511841
5300000,660,Kharghar,1,10456264.530956848
2600000,590,Nala Sopara,1,2914107.71666728
4500000,653,mumbai,1,14292158.655857075
8000000,800,Kharghar,2,10456264.530956848
9500000,1050,Thane West,2,12008191.358851675
7200000,937,Goregaon East,3,28813531.79700447
9400000,1245,Kamothe Sector 16,2,14100455.488335432
7700000,500,Ghatkopar West,1,19041613.901327305
3682000,715,Badlapur West,1,12223273.868472777
32500000,1250,Wadala East Wadala,3,18400613.126867454
10000000,750,Ghatkopar West,1,19041613.901327305
4151000,650,Ulwe,1,7761683.373041518
3000000,330,Kalwa,1,9694745.254119571
2075000,661,Neral,1,13029547.904835561
8600000,900,Thane West,2,12008191.358851675
25500000,1400,Andheri West,2,41255880.9696951
4275000,950,Virar,2,3947315.4002871136
35100000,1020,Powai,3,23041090.88927851
27500000,1545,Powai,3,23041090.88927851
4200000,680,Karanjade,1,7574875.71021936
2600000,500,Badlapur East,1,4463040.77249398
14500000,1215,Nerul,2,22342871.502995614
25000000,1000,Santacruz East,3,16193992.17499847
6000000,950,Kalyan West,2,5402967.523396111
2000000,220,Mira Road East,1,8224102.533333333
25000000,700,Malad East,2,20889612.17056266
6448999,910,Thane West,1,12008191.358851675
14500000,900,Kandivali East,2,19942455.57008331
7500000,850,Kharghar,2,10456264.530956848
14500000,900,Thane West,2,12008191.358851675
13200000,1260,Sector 12 A,2,14899779.94752081
16000000,731,Thane West,2,12008191.358851675
3100000,365,Bhayandar East,1,11477190.28508956
8800000,848,Panvel,2,7890890.089134022
11500000,1450,Mumbai Highway,3,14852279.373973658
17000000,1100,Kandivali West,2,14320931.905521896
5500000,550,Kharghar,1,10456264.530956848
15500000,1300,Belapur,2,19393086.759014092
15500000,1023,Malad East,2,20889612.17056266
18000000,1125,Borivali West,2,15910647.594565125
4400000,676,Kalyan West,1,5402967.523396111
11200000,725,Chembur,1,17425073.26802795
11200000,1130,Thane West,2,12008191.358851675
2800000,525,Panvel,1,7890890.089134022
4498000,454,Dombivali,1,6386152.42815131
6000000,660,Ghansoli,1,14206666.95268249
6700000,775,Mira Road East,1,8224102.533333333
31700000,1166,Andheri West,2,41255880.9696951
6000000,560,Sector 15 Kharghar,1,14445427.91368866
6000000,700,Kharghar,1,10456264.530956848
20000000,1164,Malad East,2,20889612.17056266
20000000,1000,Malad West,2,14215638.559645081
36100000,823,Parel,2,39967083.21797723
40000000,850,matunga east,2,21694307.789987743
11500000,600,Chembur,1,17425073.26802795
37500000,2195,Goregaon,3,21271125.200406432
88699999,2500,Goregaon East,4,28813531.79700447
4200000,640,Kharghar,1,10456264.530956848
15000000,1600,Mira Road East,2,8224102.533333333
2300000,410,Taloja,1,4112323.635028059
3711999,910,Virar,2,3947315.4002871136
9500000,605,Ghatkopar West,1,19041613.901327305
12100000,1600,Kharghar,3,10456264.530956848
7200000,508,Vasant Vihar,1,17342226.51918432
2400000,570,Boisar,1,3162324.503508562
5200000,995,Taloja,2,4112323.635028059
3200000,600,Nala Sopara,1,2914107.71666728
16900000,723,Kanjurmarg East,2,14372224.952460103
8500000,880,Thane West,2,12008191.358851675
4500000,650,Taloja,1,4112323.635028059
3500000,550,Koproli,1,6596802.850961264
22500000,1850,Kharghar,3,10456264.530956848
6800000,966,Kalyan West,2,5402967.523396111
25000000,1250,Borivali West,3,15910647.594565125
4500000,550,Kharghar,1,10456264.530956848
22500000,1050,Andheri West,2,41255880.9696951
80000000,2150,Hanuman Nagar,3,36409826.416780785
60000000,1100,Central Avenue,3,21102177.81957943
10000000,650,Thakur Village,1,16269952.508810613
24500000,1300,Samata nagar,3,16365946.042893942
11000000,1100,Kharghar,2,10456264.530956848
16000000,2020,Panvel,3,7890890.089134022
19000000,1600,Kharghar,3,10456264.530956848
11000000,1254,Kharghar,3,10456264.530956848
4200000,675,Ulwe,1,7761683.373041518
17500000,650,Borivali West,2,15910647.594565125
30000000,1815,Malad West,3,14215638.559645081
13000000,760,Borivali West,2,15910647.594565125
2374000,634,Ambernath West,1,10457855.648712488
7884000,1080,Mira Road East,2,8224102.533333333
10400000,503,Mira Road East,2,8224102.533333333
250000000,4200,Hanuman Nagar,5,36409826.416780785
42500000,2400,Borivali West,3,15910647.594565125
2400000,714,Boisar,2,3162324.503508562
75000000,1500,worli sea face ,2,22940483.663154077
2669000,639,Titwala,1,7697674.950367176
13200000,768,Pokharan Road,2,14899779.94752081
15000000,2150,Kalamboli,3,14313986.958311712
13500000,860,Kandivali East,2,19942455.57008331
14000000,1170,Malad West,2,14215638.559645081
3400000,590,Koproli,1,6596802.850961264
28100000,1115,Kanjurmarg,3,16686437.492056556
7700000,950,Mira Road East,2,8224102.533333333
5399000,905,Thane West,2,12008191.358851675
9450000,1080,Mira Road East,2,8224102.533333333
3300000,530,Mumbai Central,1,13046266.68829073
5000000,735,Ulwe,1,7761683.373041518
17900000,750,Andheri West,2,41255880.9696951
9500000,1150,Ulwe,2,7761683.373041518
8500000,750,Kandivali West,1,14320931.905521896
2400000,580,Nala Sopara,1,2914107.71666728
7000000,950,Kharghar,2,10456264.530956848
32500000,1100,Gundavali Gaothan,2,17410873.502726667
16000000,1944,Mira Road East,4,8224102.533333333
14000000,1183,Airoli,2,10976898.734651402
9700000,1098,Mira Road East,2,8224102.533333333
2500000,545,Virar East,1,10973302.695062157
2650000,560,Naigaon East,1,3259898.431572335
11000000,1102,Majiwada thane,2,14907007.031115565
11100000,1160,Thane West,2,12008191.358851675
14000000,768,Kandivali West,2,14320931.905521896
2064000,688,Karjat,1,11978539.762765262
34000000,1540,Mira Road East,3,8224102.533333333
9520000,1140,Thane West,2,12008191.358851675
5000000,650,Sector 12 Kharghar,1,14491767.49321372
11100000,655,Andheri East,2,17894966.774751816
400000000,3638,Worli,4,60446500.50524536
11500000,650,Borivali West,1,15910647.594565125
3000000,550,Ulwe,1,7761683.373041518
6320000,384,Mira Road East,1,8224102.533333333
32500000,1200,Santacruz West,2,26037399.14498072
19000000,721,Kandivali West,2,14320931.905521896
19000000,1100,Goregaon West,2,23283708.065473303
12000000,560,Kandivali East,2,19942455.57008331
13000000,1300,Kharghar,2,10456264.530956848
3150000,650,Nala Sopara,1,2914107.71666728
30000000,3500,Kharghar,4,10456264.530956848
7500000,920,Kharghar,2,10456264.530956848
4500000,650,Ulwe,1,7761683.373041518
40000000,2100,Kharghar,4,10456264.530956848
22000000,1527,Ghatkopar,3,18338281.548194148
20299999,638,Wadala,2,25458196.886413716
11500000,630,Malad East,1,20889612.17056266
14500000,721,Dahisar,2,16854206.714503538
16000000,1750,Kharghar,3,10456264.530956848
41900000,2700,Kandivali East,5,19942455.57008331
2600000,585,Nala Sopara,1,2914107.71666728
4500000,660,Kharghar,1,10456264.530956848
3000000,605,Naigaon East,1,3259898.431572335
12500000,1725,Kharghar,3,10456264.530956848
5800000,472,Thane West,1,12008191.358851675
6000000,1070,Taloja,2,4112323.635028059
7500000,1050,PARSIK NAGAR,2,13444423.210558888
21800000,1412,Mulund,3,15987344.318493374
17700000,1338,Thane West,3,12008191.358851675
11100000,1050,Airoli,2,10976898.734651402
9900000,771,Thane West,2,12008191.358851675
10500000,900,Pokhran 2,2,14423545.334468493
25000000,1250,Andheri West,2,41255880.9696951
7400000,505,Mira Road East,2,8224102.533333333
3900000,825,Virar,2,3947315.4002871136
7430000,965,Mira Road East,2,8224102.533333333
4499000,518,Virar,2,3947315.4002871136
9000000,520,Kandivali West,1,14320931.905521896
9200000,473,Chembur,1,17425073.26802795
2898000,966,Karjat,2,11978539.762765262
19500000,1120,Powai,2,23041090.88927851
11000000,1341,Mira Road East,3,8224102.533333333
2600000,390,Kharghar,1,10456264.530956848
22500000,961,Sion,2,23067880.271417797
13500000,1092,Seawoods,1,21395177.98511841
2400000,585,Nala Sopara,1,2914107.71666728
25000000,1160,Borivali West,3,15910647.594565125
11500000,471,Thane West,1,12008191.358851675
16600000,1650,Kharghar,3,10456264.530956848
3877000,1077,Boisar,3,3162324.503508562
15000000,1500,Koper Khairane,2,12417603.76104321
4200000,685,Kalyan West,1,5402967.523396111
25500000,1200,Chembur,2,17425073.26802795
5500000,1397,Kalyan West,2,5402967.523396111
4800000,855,Kalyan East,2,12536657.477215705
4280000,560,Thane West,1,12008191.358851675
42000000,1250,matunga east,3,21694307.789987743
3600000,640,Dronagiri,1,7490090.895510435
2400000,425,Vangani,1,12986376.62981498
4900000,655,Kharghar,1,10456264.530956848
65000000,1175,Khar West,3,33601242.7762022
6800000,1065,Kalyan West,2,5402967.523396111
27500000,1350,Kandivali East,3,19942455.57008331
3800000,700,Nalasopara East,1,10614438.251645748
13500000,650,Borivali West,1,15910647.594565125
6500000,1050,Ulwe,2,7761683.373041518
5800000,686,Dombivali East,2,8009889.367747745
9700000,645,Mira Road East,3,8224102.533333333
13500000,1370,Kharghar,3,10456264.530956848
4459000,910,Virar,2,3947315.4002871136
19900000,1550,Kandivali West,3,14320931.905521896
4600000,695,Kalyan West,1,5402967.523396111
16399999,649,Kanjurmarg,2,16686437.492056556
2684000,650,Titwala,1,7697674.950367176
2836000,709,Ambernath West,1,10457855.648712488
16200000,1050,Borivali West,2,15910647.594565125
9200000,696,Malad East,1,20889612.17056266
4700000,625,Kharghar,1,10456264.530956848
11299999,600,Borivali East,1,17360205.10204722
30000000,850,matunga east,2,21694307.789987743
2500000,600,Virar West,1,10804689.676448384
6800000,1050,Mira Road East,2,8224102.533333333
5545000,902,Haware City,2,13482701.511445059
16000000,1350,Sector 17 Ulwe,2,10512629.969050447
19500000,550,Mahalaxmi,1,26436300.135677285
11200000,1150,Ulwe,2,7761683.373041518
8600000,550,Malad East,1,20889612.17056266
2100000,700,Karjat,1,11978539.762765262
16500000,1550,Thane West,3,12008191.358851675
19000000,1150,Rajendra Nagar,3,15647862.893398624
3100000,585,Naigaon East,1,3259898.431572335
11500000,1240,Ulwe,2,7761683.373041518
2650000,585,Nala Sopara,1,2914107.71666728
2485000,585,Nala Sopara,1,2914107.71666728
33100000,1320,Parel,2,39967083.21797723
37400000,1224,Goregaon West,3,23283708.065473303
4500000,735,Kalyan West,1,5402967.523396111
10500000,760,Vile Parle,1,14548487.066740714
19000000,1205,Seawoods,1,21395177.98511841
22200000,995,dhanukarwadi,3,16070756.216787789
14500000,1200,Thane West,3,12008191.358851675
